"Row","Paper","Cohort","Title","Aim","Year","DOI","Country","Condition","Male_age","Data_from","Trait_description","Trait","Broad_trait","Dura_min","Dura_max","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","sd_1","sd_2","sd_3","sd_4","sd_5","sd_6","sd_7","sd_8","sd_9","sd_10","sd_11","sd_12","sd_13","sd_14","sd_15","sd_16","sd_17","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17","n_1","n_2","n_3","n_4","n_5","n_6","n_7","n_8","n_9","n_10","n_11","n_12","n_13","n_14","n_15","n_16","n_17","Nsamples_1","Nsamples_2","Nsamples_3","Nsamples_4","N_unique_males","N_total","N_test","Test_stat","Value","SE_beta","CI_low_OR","CI_high_OR","Calculation","Multiplier","Sampling","Study_type","Comments","count_data_columns","AgeAs","corr","N_effective","Zrtemp","ZrFinal","VZr"
"RH110","H34","H34A","How 1 h of abstinence improves sperm quality and increases embryo euploidy rate after PGT-A: a study on 106 sibling biopsied blastocysts","Abstinence",2019,"10.1007/s10815-019-01533-7","Italy","Infertile",39.9,"table 4","% euploid embryos (correct number of chromosomes)","Embryo quality","Fertilisation and post-fertilisation",0.042,5,0.042,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,51,NA,NA,22,44,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","",2,"Groups02",-0.192595413846834,24.4444444444444,-0.19503117131028,-0.19503117131028,0.0466321243523316
"RH258","H67","H67A","Improvement of sperm motility by short-interval sequential ejaculation in oligoasthenozoospermic patients","Abstinence",2008,"https://www.semanticscholar.org/paper/Improvement-of-sperm-motility-by-short-interval-in-Sugiyam-Nakagawa/9f0fa3b5390859ffdf98d836723600afe96da296","Japan","Infertile",39.1,"table 2","% cleavage rate of ambryos","Embryo quality","Fertilisation and post-fertilisation",0.008,5,0.025,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.1,92.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,30,NA,NA,22,44,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","% fertilisation rate not recorded because it is IVF, not ICSI, thus sperm number not controlled fro",2,"Groups02",0.0757106479173366,24.4444444444444,0.0758558078790938,0.0758558078790938,0.0466321243523316
"RH411","H107","H107A","THE EFFECT OF EJACULATORY FREQUENCY ON SEMEN CHARACTERISTICS OF NORMOZOOSPERMIC AND OLIGOZOOSPERMIC MEN FROM AN INFERTILE POPULATION","Abstinence",1993,"10.1093/oxfordjournals.humrep.a137877","Israel","Healthy",NA,"Table 2","% motile","Motility","Sperm performance",1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,130,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","",2,"Groups02",0.078410639248346,72.2222222222222,0.0785719301647559,0.0785719301647559,0.014446227929374
"RH412","H107","H107B","THE EFFECT OF EJACULATORY FREQUENCY ON SEMEN CHARACTERISTICS OF NORMOZOOSPERMIC AND OLIGOZOOSPERMIC MEN FROM AN INFERTILE POPULATION","Abstinence",1993,"10.1093/oxfordjournals.humrep.a137877","Israel","Infertile",NA,"Table 3","% motile","Motility","Sperm performance",1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,26,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","",2,"Groups02",-0.0662002857240772,14.4444444444444,-0.066297247907675,-0.066297247907675,0.087378640776699
"RH413","H107","H107C","THE EFFECT OF EJACULATORY FREQUENCY ON SEMEN CHARACTERISTICS OF NORMOZOOSPERMIC AND OLIGOZOOSPERMIC MEN FROM AN INFERTILE POPULATION","Abstinence",1993,"10.1093/oxfordjournals.humrep.a137877","Israel","Infertile",NA,"Table 4","% motile","Motility","Sperm performance",1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","",2,"Groups02",-0.106840712171485,10,-0.10725004605668,-0.10725004605668,0.142857142857143
"RH10","H3","H3A","Abstinence Time and Its Impact on Basic and Advanced Semen Parameters","Abstinence",2016,"10.1016/j.urology.2016.03.059","USA","Healthy",32.5,"table 1","Total % motile ","Motility","Sperm performance",1,11,1,2,5,7,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.51,46.65,47.82,42.33,48.41,40.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6839197764085,9.3924171542793,8.83680937895573,9.63053477227511,7.83142388075119,7.7785088545299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,3.55,3.34,3.64,2.96,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,42,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","",6,"Groups06",-0.16523202112891,8.4,-0.166760844657476,-0.166760844657476,0.185185185185185
"RH11","H3","H3A","Abstinence Time and Its Impact on Basic and Advanced Semen Parameters","Abstinence",2016,"10.1016/j.urology.2016.03.059","USA","Healthy",32.5,"table 1","Reactive oxygen species","Oxidative stress","Intra-cellular",1,11,1,2,5,7,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.02,1233.02,725.29,2989.25,622.36,272.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485.548280606574,2420.09518174389,1575.20095806853,8135.65882401051,1302.39754038466,423.214379717892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.52,914.71,595.37,3074.99,492.26,159.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,42,NA,"",NA,NA,NA,NA,"Simulation",-1,"Longitudinal","Prospective","",6,"Groups06",-0.00370577885316105,8.4,-0.00370579581687033,0.00370579581687033,0.185185185185185
"RH12","H3","H3A","Abstinence Time and Its Impact on Basic and Advanced Semen Parameters","Abstinence",2016,"10.1016/j.urology.2016.03.059","USA","Healthy",32.5,"table 1","DNA fragmentation % sperm","DNA damage","Intra-cellular",1,11,1,2,5,7,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,9.09,12.09,16.3,15.6,20.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4977772288098,5.66190780567822,4.36548966325657,8.069541498747,7.22290107920633,5.21213008279724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2.14,1.65,3.05,2.73,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,42,NA,"",NA,NA,NA,NA,"Simulation",-1,"Longitudinal","Prospective","",6,"Groups06",0.527849735067543,8.4,0.58715966556906,-0.58715966556906,0.185185185185185
"RH12.1","H3","H3A","Abstinence Time and Its Impact on Basic and Advanced Semen Parameters","Abstinence",2016,"10.1016/j.urology.2016.03.059","USA","Healthy",32.5,"table 1","% normal morphlology sperm","Morphology","Morphology",1,11,1,2,5,7,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.12,6.5,4.6,6.12,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09014353574103,3.62467929615849,3.65113680926913,1.13767306375777,2.16951607507296,3.59822178304784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1.37,1.38,0.43,0.82,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,42,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","",6,"Groups06",0.137010359761516,8.4,0.137877459272002,0.137877459272002,0.185185185185185
"RH160","H46","H46A","Increased count, motility, and total motile sperm cells collected across three consecutive ejaculations within 24 h of oocyte retrieval: implications for management of men presenting with low numbers of motile sperm for assisted reproduction","Abstinence",2015,"https://doi.org/10.1007/s10815-015-0509-z","USA","Infertile",NA,"table 1","% total motility","Motility","Sperm performance",0.083,4,0.083,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3,43,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,23,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","",3,"Groups03",-0.15192754109098,27.7777777777778,-0.153112930975461,-0.153112930975461,0.0403587443946188
"RH161","H46","H46A","Increased count, motility, and total motile sperm cells collected across three consecutive ejaculations within 24 h of oocyte retrieval: implications for management of men presenting with low numbers of motile sperm for assisted reproduction","Abstinence",2015,"https://doi.org/10.1007/s10815-015-0509-z","USA","Infertile",NA,"table 1","Progressive motility but on an objective scale","Motility","Sperm performance",0.083,4,0.083,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","",3,"Groups03",-0.139282445149213,27.7777777777778,-0.140193750834445,-0.140193750834445,0.0403587443946188
"RH278","H69","H69A","Sperm Chromatin Immaturity Observed in Short Abstinence Ejaculates Affects DNA Integrity and Longevity In Vitro","Abstinence",2016,"https://doi.org/10.1371/journal.pone.0152942","India","Healthy",NA,"supplementary table 1","% total motility","Motility","Sperm performance",1,7,1,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.52,71.26,64.1,66.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,8.58,17.45,14.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72800567539663,1.96838699660942,4.0033045560413,3.24393847692974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,76,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","Only neat ejaculate freshly analysed used to prevent effects of in vitro storage to affect the results",4,"Groups04",-0.199279370167051,22.3529411764706,-0.201982010517155,-0.201982010517155,0.0516717325227964
"RH279","H69","H69A","Sperm Chromatin Immaturity Observed in Short Abstinence Ejaculates Affects DNA Integrity and Longevity In Vitro","Abstinence",2016,"https://doi.org/10.1371/journal.pone.0152942","India","Healthy",NA,"supplementary table 1","% viable","Viability","Viability",1,7,1,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6,67.1,60.7,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09,13.46,13.97,15.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55828262707622,4.25642573058664,4.41770189125523,4.87306987431947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,40,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","Only neat ejaculate freshly analysed used to prevent effects of in vitro storage to affect the results",4,"Groups04",-0.378433732789212,11.7647058823529,-0.398230313718136,-0.398230313718136,0.114093959731544
"RH280","H69","H69A","Sperm Chromatin Immaturity Observed in Short Abstinence Ejaculates Affects DNA Integrity and Longevity In Vitro","Abstinence",2016,"https://doi.org/10.1371/journal.pone.0152942","India","Healthy",NA,"supplementary table 1","% normal morphlology sperm","Morphology","Morphology",1,7,1,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.63,38,35.27,34.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25,12.02,11.67,11.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09049128192208,3.62416636182472,3.5186373912225,3.41310842062028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,44,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","Only neat ejaculate freshly analysed used to prevent effects of in vitro storage to affect the results",4,"Groups04",-0.148826895700605,12.9411764705882,-0.149940544660005,-0.149940544660005,0.100591715976331
"RH281","H69","H69A","Sperm Chromatin Immaturity Observed in Short Abstinence Ejaculates Affects DNA Integrity and Longevity In Vitro","Abstinence",2016,"https://doi.org/10.1371/journal.pone.0152942","India","Healthy",NA,"supplementary table 4","neat ejaculate- % DNA fragmented","DNA damage","Intra-cellular",1,7,1,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.785,14.9,19.84,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,9.98,9.95,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73719807243076,2.667267194286,2.65924935702862,2.5683805347784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,56,NA,"",NA,NA,NA,NA,"Simulation",-1,"Longitudinal","Prospective","Only neat ejaculate freshly analysed used to prevent effects of in vitro storage to affect the results",4,"Groups04",0.533950475002115,16.4705882352941,0.595654895616556,-0.595654895616556,0.074235807860262
"RH325","H83","H83A","Variability in the human-hamster in vitro assay for fertility evaluation","Other",NA,"https://doi.org/10.1016/S0015-0282(16)46820-2","USA","Healthy",NA,"table 3","% total motility","Motility","Sperm performance",0.5,2,0.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,56.25,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31503757,3.708099244,7.416198487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.157518785,1.854049622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","means and SD manually calculated across the four donors samples. Fertilisation index not recorded due to IVF, and sperm numbers not bein g controlled for",3,"Groups03",-0.17715086750889,4.44444444444444,-0.179039704490121,-0.179039704490121,0.692307692307692
"RH383","H99","H99A","Influence of the abstinence period on human sperm quality","Abstinence",2004,"10.1016/j.fertnstert.2004.03.014","USA","Infertile",30,"figure 1d","% viable sperm","Viability","Viability",1,8,1,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.14,59.504,59.355,62.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.92,19.405,14.658,8.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49854926110023,5.8508276415315,4.41955328882086,2.6237517205157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,44,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","SD calculated by creating raw data from graphs for each individual's data, and then using excel to calculate the SD",4,"Groups04",0.0347385360061064,12.9411764705882,0.0347525198927057,0.0347525198927057,0.100591715976331
"RH384","H99","H99A","Influence of the abstinence period on human sperm quality","Abstinence",2004,"10.1016/j.fertnstert.2004.03.014","USA","Infertile",30,"figure 1e","% total motility","Motility","Sperm performance",1,8,1,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.92,51.93,51.18,60.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98,13.2,12.811,15.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91361725261937,3.97994974842648,3.86266183538573,4.59201777791934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,44,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","SD calculated by creating raw data from graphs for each individual's data, and then using excel to calculate the SD",4,"Groups04",0.190509651180014,12.9411764705882,0.192865961036537,0.192865961036537,0.100591715976331
"RH385","H99","H99A","Influence of the abstinence period on human sperm quality","Abstinence",2004,"10.1016/j.fertnstert.2004.03.014","USA","Infertile",30,"figure 1g","% normal morphlology sperm","Morphology","Morphology",1,8,1,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,7.34,7.95,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876,1.856,1.899,1.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565635282427885,0.559605055536329,0.572570043353173,0.54060984082793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,44,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","SD calculated by creating raw data from graphs for each individual's data, and then using excel to calculate the SD",4,"Groups04",-0.0517419746011525,12.9411764705882,-0.0517882240050818,-0.0517882240050818,0.100591715976331
"RH386","H99","H99A","Influence of the abstinence period on human sperm quality","Abstinence",2004,"10.1016/j.fertnstert.2004.03.014","USA","Infertile",30,"figure 1h","% DNA fragmented","DNA damage","Intra-cellular",1,8,1,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.24,20.23,21.08,19.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.236,4.98,4.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56785899180437,1.57871340020917,1.50152649599726,1.47619954305273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,44,NA,"",NA,NA,NA,NA,"Simulation",-1,"Longitudinal","Prospective","SD calculated by creating raw data from graphs for each individual's data, and then using excel to calculate the SD",4,"Groups04",-0.0542717391168234,12.9411764705882,-0.054325117867813,0.054325117867813,0.100591715976331
"RH56","H18","H18A","Effect of Abstinence Duration on Sperm Sex Ratio","Abstinence",2014,"https://he02.tci-thaijo.org/index.php/sirirajmedj/article/view/55267","Thailand","Healthy",35.34,"table 2","Total motility","Motility","Sperm performance",1,10,1,2,3,4,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,61.6,53.1,51.1,64.2,56.4,45.1,51.8,50.8,55.1,51.4,NA,NA,NA,NA,NA,NA,NA,11.87,12.91,7.14,14.12,8.72,9.23,6.89,9.35,13.3,10.81,NA,NA,NA,NA,NA,NA,NA,1.187,1.291,0.714,1.412,0.872,0.923,0.689,0.935,1.33,1.081,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1000,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","Only non-processed samples data used coz processing would also lead to in vitro sperm ageing",10,"Groups10",-0.185568625593968,121.951219512195,-0.187743810839514,-0.187743810839514,0.00840680746360467
"RH57","H18","H18A","Effect of Abstinence Duration on Sperm Sex Ratio","Abstinence",2014,"https://he02.tci-thaijo.org/index.php/sirirajmedj/article/view/55267","Thailand","Healthy",35.34,"table 2","% normal morphlology sperm","Morphology","Morphology",1,10,1,2,3,4,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,18.1,14.7,15.3,15.8,17.7,18,19.7,15.2,15.6,15.4,NA,NA,NA,NA,NA,NA,NA,4.82,2.54,1.7,6.12,5.27,6.09,8.63,4.83,7.59,5.87,NA,NA,NA,NA,NA,NA,NA,0.482,0.254,0.17,0.612,0.527,0.609,0.863,0.483,0.759,0.587,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1000,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","Only non-processed samples data used coz processing would also lead to in vitro sperm ageing",10,"Groups10",-0.018300762884754,121.951219512195,-0.0183028063799047,-0.0183028063799047,0.00840680746360467
"RH58","H18","H18A","Effect of Abstinence Duration on Sperm Sex Ratio","Abstinence",2014,"https://he02.tci-thaijo.org/index.php/sirirajmedj/article/view/55267","Thailand","Healthy",35.34,"table 2","% viable","Viability","Viability",1,10,1,2,3,4,5,6,7,8,9,10,NA,NA,NA,NA,NA,NA,NA,75.5,71.8,75.3,76.5,77.9,70.4,69.2,75.6,74.5,71.5,NA,NA,NA,NA,NA,NA,NA,8.15,7.5,4.92,7.55,5.9,7.86,9.89,4.5,13.31,8.37,NA,NA,NA,NA,NA,NA,NA,0.815,0.75,0.492,0.755,0.59,0.786,0.989,0.45,1.331,0.837,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1000,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","Only non-processed samples data used coz processing would also lead to in vitro sperm ageing",10,"Groups10",-0.0906412179570276,121.951219512195,-0.0908906797960218,-0.0908906797960218,0.00840680746360467
"RH59","H19","H19A","Effect of abstinence on sperm acrosin, hypoosmotic swelling, and other semen variables","Abstinence",1992,"https://doi.org/10.1016/S0015-0282(16)55330-8","USA","Healthy",26.5,"table 1","% motile","Motility","Sperm performance",1,10,1,2,3,4,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,54,62,54,58,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58113883008419,1.58113883008419,1.89736659610103,1.89736659610103,1.58113883008419,1.89736659610103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","",6,"Groups06",0.293759474077997,12,0.302675856099372,0.302675856099372,0.111111111111111
"RH60","H19","H19A","Effect of abstinence on sperm acrosin, hypoosmotic swelling, and other semen variables","Abstinence",1992,"https://doi.org/10.1016/S0015-0282(16)55330-8","USA","Healthy",26.5,"table 1","% normal morphlology sperm","Morphology","Morphology",1,10,1,2,3,4,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,60,68,70,72,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948683298050514,0.632455532033676,0.948683298050514,0.632455532033676,0.632455532033676,0.632455532033676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,NA,"",NA,NA,NA,NA,"Simulation",1,"Longitudinal","Prospective","",6,"Groups06",-0.232558116332023,12,-0.236892151513325,-0.236892151513325,0.111111111111111
