Row,Paper,Cohort,Title,Aim,Year,DOI,Country,Condition,Male_age,Data_from,Trait_description,Trait,Broad_trait,Dura_min,Dura_max,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,sd_11,sd_12,sd_13,sd_14,sd_15,sd_16,sd_17,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,Nsamples_1,Nsamples_2,Nsamples_3,Nsamples_4,N_unique_males,N_total,N_test,Test_stat,Value,SE_beta,CI_low_OR,CI_high_OR,Calculation,Multiplier,Sampling,Study_type,Comments
RH89,H28,H28B,"Effects of multiple ejaculations after extended periods of sexual abstinence on total, motile and normal sperm numbers, as well as accessory gland secretions, from healthy normal and oligozoospermic men",Abstinence,1993,10.1093/oxfordjournals.humrep.a138236,Germany,Infertile,32,figure 3,% normal morphlology sperm,Morphology,Morphology,2,10,2,7,10,,,,,,,,,,,,,,,19.9,17.8,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9,1,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,,,,,,,6,18,,,,,,,Simulation,1,Longitudinal,Prospective,"Only first of three ejaculates used because next two ejaculates for a given duration, would be ejacuated very shortly after the first one"
RH9,H3,H3A,Abstinence Time and Its Impact on Basic and Advanced Semen Parameters,Abstinence,2016,10.1016/j.urology.2016.03.059,USA,Healthy,32.5,table 1,% viable,Viability,Viability,1,11,1,2,5,7,9,11,,,,,,,,,,,,61.16,55.75,56.71,51.7,51.75,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,6.43,4.12,8.84,4.29,6.37,,,,,,,,,,,,7,7,7,7,7,7,,,,,,,,,,,,,,,,7,42,,,,,,,Simulation,1,Longitudinal,Prospective,
RH90,H28,H28B,"Effects of multiple ejaculations after extended periods of sexual abstinence on total, motile and normal sperm numbers, as well as accessory gland secretions, from healthy normal and oligozoospermic men",Abstinence,1993,10.1093/oxfordjournals.humrep.a138236,Germany,Infertile,32,Table 2,VCL,Velocity,Sperm performance,2,10,2,7,10,,,,,,,,,,,,,,,48.9,53.8,51.5,,,,,,,,,,,,,,,21.2,10.3,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,,,,,,,6,18,,,,,,,Simulation,1,Longitudinal,Prospective,"Only first of three ejaculates used because next two ejaculates for a given duration, would be ejacuated very shortly after the first one"
RH91,H28,H28A,"Effects of multiple ejaculations after extended periods of sexual abstinence on total, motile and normal sperm numbers, as well as accessory gland secretions, from healthy normal and oligozoospermic men",Abstinence,1993,10.1093/oxfordjournals.humrep.a138236,Germany,Healthy,28.6,Table 2,VSL,Velocity,Sperm performance,2,10,2,7,10,,,,,,,,,,,,,,,37.8,38,39.4,,,,,,,,,,,,,,,14.2,13,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,,,,,,,,,,,,,7,21,,,,,,,Simulation,1,Longitudinal,Prospective,"Only first of three ejaculates used because next two ejaculates for a given duration, would be ejacuated very shortly after the first one"
RH92,H28,H28A,"Effects of multiple ejaculations after extended periods of sexual abstinence on total, motile and normal sperm numbers, as well as accessory gland secretions, from healthy normal and oligozoospermic men",Abstinence,1993,10.1093/oxfordjournals.humrep.a138236,Germany,Healthy,28.6,Table 2,VAP,Velocity,Sperm performance,2,10,2,7,10,,,,,,,,,,,,,,,46.2,46.5,49.3,,,,,,,,,,,,,,,13.9,14.9,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,,,,,,,,,,,,,7,21,,,,,,,Simulation,1,Longitudinal,Prospective,"Only first of three ejaculates used because next two ejaculates for a given duration, would be ejacuated very shortly after the first one"
RH93,H28,H28B,"Effects of multiple ejaculations after extended periods of sexual abstinence on total, motile and normal sperm numbers, as well as accessory gland secretions, from healthy normal and oligozoospermic men",Abstinence,1993,10.1093/oxfordjournals.humrep.a138236,Germany,Infertile,32,Table 2,VSL,Velocity,Sperm performance,2,10,2,7,10,,,,,,,,,,,,,,,27,34.4,31.4,,,,,,,,,,,,,,,14.3,10.4,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,,,,,,,6,18,,,,,,,Simulation,1,Longitudinal,Prospective,"Only first of three ejaculates used because next two ejaculates for a given duration, would be ejacuated very shortly after the first one"
RH94,H28,H28B,"Effects of multiple ejaculations after extended periods of sexual abstinence on total, motile and normal sperm numbers, as well as accessory gland secretions, from healthy normal and oligozoospermic men",Abstinence,1993,10.1093/oxfordjournals.humrep.a138236,Germany,Infertile,32,Table 2,VAP,Velocity,Sperm performance,2,10,2,7,10,,,,,,,,,,,,,,,34.4,40.3,38.1,,,,,,,,,,,,,,,15.8,10.4,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,,,,,,,,,,,,,,,,,,,6,18,,,,,,,Simulation,1,Longitudinal,Prospective,"Only first of three ejaculates used because next two ejaculates for a given duration, would be ejacuated very shortly after the first one"
RH95,H29,H29A,EFFECTS OF VARYING THE ABSTINENCE PERIOD IN THE SAME INDIVIDUALS ON SPERM QUALITY,Abstinence,1991,10.3109/01485019108987644,Norway,Healthy,,figure 1,Total motility,Motility,Sperm performance,3,10,3,6,10,,,,,,,,,,,,,,,57.95,54.54,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,7.5,6.91,,,,,,,,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,14,42,,,,,,,Simulation,1,Longitudinal,Prospective,
RH96,H29,H29A,EFFECTS OF VARYING THE ABSTINENCE PERIOD IN THE SAME INDIVIDUALS ON SPERM QUALITY,Abstinence,1991,10.3109/01485019108987644,Norway,Healthy,,figure 1,% abnormal,Morphology,Morphology,3,10,3,6,10,,,,,,,,,,,,,,,63.44,58.03,62.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,3.44,2.95,,,,,,,,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,14,42,,,,,,,Simulation,-1,Longitudinal,Prospective,
RH97,H29,H29A,EFFECTS OF VARYING THE ABSTINENCE PERIOD IN THE SAME INDIVIDUALS ON SPERM QUALITY,Abstinence,1991,10.3109/01485019108987644,Norway,Healthy,,figure 1,% progressive,Motility,Sperm performance,3,10,3,6,10,,,,,,,,,,,,,,,21.55,22.46,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,4.35,3.62,,,,,,,,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,14,42,,,,,,,Simulation,1,Longitudinal,Prospective,
RH98,H29,H29A,EFFECTS OF VARYING THE ABSTINENCE PERIOD IN THE SAME INDIVIDUALS ON SPERM QUALITY,Abstinence,1991,10.3109/01485019108987644,Norway,Healthy,,figure 1,% viable,Viability,Viability,3,10,3,6,10,,,,,,,,,,,,,,,58.55,67.24,66.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21,3.48,6.38,,,,,,,,,,,,,,,14,14,14,,,,,,,,,,,,,,,,,,,14,42,,,,,,,Simulation,1,Longitudinal,Prospective,
RH100,H30,H30A,Ejaculatory Abstinence Affects the Sperm Quality in Normozoospermic Men-How Does the Seminal Bacteriome Respond?,Abstinence,2023,10.3390/ijms24043503,Slovakia,Healthy,29.5,figure 2,Membrane integrity,Viability,Viability,0.083,2,0.083,2,,,,,,,,,,,,,,,,80.68,77.27,,,,,,,,,,,,,,,,3.41,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,,,,,,,,,,,,,,,,,,,,51,102,,,,,,,SMD,1,Longitudinal,Prospective,
RH101,H30,H30A,Ejaculatory Abstinence Affects the Sperm Quality in Normozoospermic Men-How Does the Seminal Bacteriome Respond?,Abstinence,2023,10.3390/ijms24043503,Slovakia,Healthy,29.5,figure 2,DNA integrty,DNA damage,Intra-cellular,0.083,2,0.083,2,,,,,,,,,,,,,,,,80.95,72.38,,,,,,,,,,,,,,,,10.53,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,,,,,,,,,,,,,,,,,,,,51,102,,,,,,,SMD,1,Longitudinal,Prospective,
RH102,H30,H30A,Ejaculatory Abstinence Affects the Sperm Quality in Normozoospermic Men-How Does the Seminal Bacteriome Respond?,Abstinence,2023,10.3390/ijms24043503,Slovakia,Healthy,29.5,figure 3,ROS (RLU/10^6 sperm),Oxidative stress,Intra-cellular,0.083,2,0.083,2,,,,,,,,,,,,,,,,28.37,48.64,,,,,,,,,,,,,,,,4.06,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,,,,,,,,,,,,,,,,,,,,51,102,,,,,,,SMD,-1,Longitudinal,Prospective,
RH103,H30,H30A,Ejaculatory Abstinence Affects the Sperm Quality in Normozoospermic Men-How Does the Seminal Bacteriome Respond?,Abstinence,2023,10.3390/ijms24043503,Slovakia,Healthy,29.5,figure 3,Antioxidant capacity,Oxidative stress,Intra-cellular,0.083,2,0.083,2,,,,,,,,,,,,,,,,0.399,0.423,,,,,,,,,,,,,,,,0.062,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,,,,,,,,,,,,,,,,,,,,51,102,,,,,,,SMD,1,Longitudinal,Prospective,
RH104,H30,H30A,Ejaculatory Abstinence Affects the Sperm Quality in Normozoospermic Men-How Does the Seminal Bacteriome Respond?,Abstinence,2023,10.3390/ijms24043503,Slovakia,Healthy,29.5,figure 3,Sperm protein oxidation (nmol PC/mg protein),Oxidative stress,Intra-cellular,0.083,2,0.083,2,,,,,,,,,,,,,,,,0.898,1.34,,,,,,,,,,,,,,,,0.068,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,,,,,,,,,,,,,,,,,,,,51,102,,,,,,,SMD,-1,Longitudinal,Prospective,
RH106,H32,H32A,Evidence for obtaining a second successive semen sample for intrauterine insemination in selected patients: results from 32 consecutive cases,Abstinence,2016,10.5653/cerm.2016.43.2.102,Chile,Healthy,38,figure 1b,% progressive,Motility,Sperm performance,0.042,5,0.042,3,,,,,,,,,,,,,,,,50.31,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,3.71,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,,,32,64,,,,,,,SMD,1,Longitudinal,Prospective,
RH124,H38,H38A,Does a Very Short Length of Abstinence Improve Assisted Reproductive Technique Outcomes in Infertile Patients with Severe Oligo-Asthenozoospermia?,Abstinence,2021,https://doi.org/10.3390/jcm10194399,Italy,Infertile,37.1,table 3,% total motility,Motility,Sperm performance,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,47.7,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.3,,,,,,,,,,,,,,,,90,90,,,,,,,,,,,,,,,,,,,,90,180,,,,,,,SMD,1,Longitudinal,Prospective,
RH125,H38,H38A,Does a Very Short Length of Abstinence Improve Assisted Reproductive Technique Outcomes in Infertile Patients with Severe Oligo-Asthenozoospermia?,Abstinence,2021,https://doi.org/10.3390/jcm10194399,Italy,Infertile,37.1,table 4,% progressive,Motility,Sperm performance,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,25.9,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7,,,,,,,,,,,,,,,,90,90,,,,,,,,,,,,,,,,,,,,90,180,,,,,,,SMD,1,Longitudinal,Prospective,
RH126,H38,H38A,Does a Very Short Length of Abstinence Improve Assisted Reproductive Technique Outcomes in Infertile Patients with Severe Oligo-Asthenozoospermia?,Abstinence,2021,https://doi.org/10.3390/jcm10194399,Italy,Infertile,37.1,table 5,% normal morphlology sperm,Morphology,Morphology,0.042,7,0.042,4.5,,,,,,,,,,,,,,,,11.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,,,,,,,,,,,,,,,,90,90,,,,,,,,,,,,,,,,,,,,90,180,,,,,,,SMD,1,Longitudinal,Prospective,
RH140,H42,H42A,Improved sperm DNA fragmentation levels in infertile men following very short abstinence of 3–4 hours,Abstinence,2023,https://dx.doi.org/10.21037/tau-23-216,Canada,Infertile,38.7,table 2,% DNA fragmented,DNA damage,Intra-cellular,0.125,5,0.146,3.5,,,,,,,,,,,,,,,,35.1,38.9,,,,,,,,,,,,,,,,21.6,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,,,,,,,,,,,52,104,,,,,,,SMD,-1,Longitudinal,Prospective,
RH141,H42,H42A,Improved sperm DNA fragmentation levels in infertile men following very short abstinence of 3–4 hours,Abstinence,2023,https://dx.doi.org/10.21037/tau-23-216,Canada,Infertile,38.7,table 2,% total motility,Motility,Sperm performance,0.125,5,0.146,3.5,,,,,,,,,,,,,,,,17.9,18.9,,,,,,,,,,,,,,,,10.7,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,,,,,,,,,,,52,104,,,,,,,SMD,1,Longitudinal,Prospective,
RH142,H42,H42A,Improved sperm DNA fragmentation levels in infertile men following very short abstinence of 3–4 hours,Abstinence,2023,https://dx.doi.org/10.21037/tau-23-216,Canada,Infertile,38.7,table 2,% progressive,Motility,Sperm performance,0.125,5,0.146,3.5,,,,,,,,,,,,,,,,12.5,13.3,,,,,,,,,,,,,,,,8.2,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,,,,,,,,,,,52,104,,,,,,,SMD,1,Longitudinal,Prospective,
RH143,H42,H42A,Improved sperm DNA fragmentation levels in infertile men following very short abstinence of 3–4 hours,Abstinence,2023,https://dx.doi.org/10.21037/tau-23-216,Canada,Infertile,38.7,table 2,% normal morphlology sperm,Morphology,Morphology,0.125,5,0.146,3.5,,,,,,,,,,,,,,,,10.1,10.2,,,,,,,,,,,,,,,,8.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,,,,,,,,,,,52,104,,,,,,,SMD,1,Longitudinal,Prospective,
RH144,H42,H42A,Improved sperm DNA fragmentation levels in infertile men following very short abstinence of 3–4 hours,Abstinence,2023,https://dx.doi.org/10.21037/tau-23-216,Canada,Infertile,38.7,table 2,eosin-negrosin % viable,Viability,Viability,0.125,5,0.146,3.5,,,,,,,,,,,,,,,,52.9,53.5,,,,,,,,,,,,,,,,20,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,,,,,,,,,,,,,,,,,,,,52,104,,,,,,,SMD,1,Longitudinal,Prospective,
RH145,H43,H43A,Improved sperm kinematics in semen samples collected after 2 h versus 4–7 days of ejaculation abstinence,Abstinence,2017,https://doi.org/10.1093/humrep/dex101,Denmark,Infertile,34.1,table 2,% total motility,Motility,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,70.33,65,,,,,,,,,,,,,,,,26.076,19.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,,,,,43,86,,,,,,,SMD,1,Longitudinal,Prospective,Medians and IQR converted to means and SD using wang et al
RH146,H43,H43A,Improved sperm kinematics in semen samples collected after 2 h versus 4–7 days of ejaculation abstinence,Abstinence,2017,https://doi.org/10.1093/humrep/dex101,Denmark,Infertile,34.1,table 2,% total motility,Motility,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,75.33,63.67,,,,,,,,,,,,,,,,15.33,23.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,,,,,43,86,,,,,,,SMD,1,Longitudinal,Prospective,Medians and IQR converted to means and SD using wang et al
RH147,H43,H43A,Improved sperm kinematics in semen samples collected after 2 h versus 4–7 days of ejaculation abstinence,Abstinence,2017,https://doi.org/10.1093/humrep/dex101,Denmark,Infertile,34.1,figure 3,VCL,Velocity,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,46.33,40.33,,,,,,,,,,,,,,,,17.64,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,,,,,43,86,,,,,,,SMD,1,Longitudinal,Prospective,Medians and IQR converted to means and SD using wang et al
RH148,H43,H43A,Improved sperm kinematics in semen samples collected after 2 h versus 4–7 days of ejaculation abstinence,Abstinence,2017,https://doi.org/10.1093/humrep/dex101,Denmark,Infertile,34.1,figure 3,VSL,Velocity,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,20.5,15.66,,,,,,,,,,,,,,,,11.5,7.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,,,,,43,86,,,,,,,SMD,1,Longitudinal,Prospective,Medians and IQR converted to means and SD using wang et al
RH149,H43,H43A,Improved sperm kinematics in semen samples collected after 2 h versus 4–7 days of ejaculation abstinence,Abstinence,2017,https://doi.org/10.1093/humrep/dex101,Denmark,Infertile,34.1,figure 3,VAP,Velocity,Sperm performance,0.083,7,0.083,5.5,,,,,,,,,,,,,,,,27.67,22.67,,,,,,,,,,,,,,,,11.504,6.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,,,,,43,86,,,,,,,SMD,1,Longitudinal,Prospective,Medians and IQR converted to means and SD using wang et al
RH15,H6,H6A,ASSESSMENT OF SEMEN CHARACTERISTICS IN CONSECUTIVE EJACULATES WITH SHORT ABSTINENCE USING SQA-V SPERM QUALITY ANALYZER.,Abstinence,2021,https://doi.org/10.1016/j.fertnstert.2021.07.936,India,Infertile,,In text results,Total motility,Motility,Sperm performance,0.083,4,0.083,4,,,,,,,,,,,,,,,,61.6,54.7,,,,,,,,,,,,,,,,8.21,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,,,,,,,,,,,,,,,,,,,,55,110,,,,,,,SMD,1,Longitudinal,Prospective,
RH150,H44,H44A,Improved sperm motility after 4 h of ejaculatory abstinence: role of accessory sex gland secretions,Abstinence,2019,https://doi.org/10.1071/RD18135,South Africa,Healthy,22,table 1,% total motility,Motility,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,71.84,64.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,13.94,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH151,H44,H44A,Improved sperm motility after 4 h of ejaculatory abstinence: role of accessory sex gland secretions,Abstinence,2019,https://doi.org/10.1071/RD18135,South Africa,Healthy,22,table 1,% progressive,Motility,Sperm performance,0.167,4,0.167,4,,,,,,,,,,,,,,,,58.54,47.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38,14.33,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,16,32,,,,,,,SMD,1,Longitudinal,Prospective,
RH152,H45,H45A,"Short-interval second ejaculation improves sperm quality, blastocyst formation in oligoasthenozoospermic males in ICSI cycles: a time-lapse sibling oocytes study",Abstinence,2023,10.3389/fendo.2023.1250663,China,Infertile,34.52,table 2,% progressive,Motility,Sperm performance,0.125,10,0.125,6,,,,,,,,,,,,,,,,11.83,7.46,,,,,,,,,,,,,,,,10.834,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,,,,,,,,,,,67,134,,,,,,,SMD,1,Longitudinal,Prospective,
RH153,H45,H45A,"Short-interval second ejaculation improves sperm quality, blastocyst formation in oligoasthenozoospermic males in ICSI cycles: a time-lapse sibling oocytes study",Abstinence,2023,10.3389/fendo.2023.1250663,China,Infertile,34.52,table 2,% total motility,Motility,Sperm performance,0.125,10,0.125,6,,,,,,,,,,,,,,,,32.03,24.1,,,,,,,,,,,,,,,,16.895,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,,,,,,,,,,,67,134,,,,,,,SMD,1,Longitudinal,Prospective,
RH154,H45,H45A,"Short-interval second ejaculation improves sperm quality, blastocyst formation in oligoasthenozoospermic males in ICSI cycles: a time-lapse sibling oocytes study",Abstinence,2023,10.3389/fendo.2023.1250663,China,Infertile,34.52,table 2,% normal morphlology sperm,Morphology,Morphology,0.125,10,0.125,6,,,,,,,,,,,,,,,,2,1.33,,,,,,,,,,,,,,,,1.515,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,,,,,,,,,,,67,134,,,,,,,SMD,1,Longitudinal,Prospective,
RH155,H45,H45A,"Short-interval second ejaculation improves sperm quality, blastocyst formation in oligoasthenozoospermic males in ICSI cycles: a time-lapse sibling oocytes study",Abstinence,2023,10.3389/fendo.2023.1250663,China,Infertile,34.52,table 2,% DNA fragmented,DNA damage,Intra-cellular,0.125,10,0.125,6,,,,,,,,,,,,,,,,27.33,35,,,,,,,,,,,,,,,,18.18,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,,,,,,,,,,,67,134,,,,,,,SMD,-1,Longitudinal,Prospective,
RH16,H6,H6A,ASSESSMENT OF SEMEN CHARACTERISTICS IN CONSECUTIVE EJACULATES WITH SHORT ABSTINENCE USING SQA-V SPERM QUALITY ANALYZER.,Abstinence,2021,https://doi.org/10.1016/j.fertnstert.2021.07.936,India,Infertile,,In text results,Progressive,Motility,Sperm performance,0.083,4,0.083,4,,,,,,,,,,,,,,,,49.83,43.45,,,,,,,,,,,,,,,,8.34,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,55,,,,,,,,,,,,,,,,,,,,55,110,,,,,,,SMD,1,Longitudinal,Prospective,
RH162,H47,H47A,Increased pregnancy after reduced male abstinence,Abstinence,2013,https://doi.org/10.3109/19396368.2013.790919,Spain,Infertile,,table 1,% progressive,Motility,Sperm performance,0.5,4,0.5,4,,,,,,,,,,,,,,,,41.1,45.5,,,,,,,,,,,,,,,,16.7,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,1,Longitudinal,Prospective,
RH163,H47,H47A,Increased pregnancy after reduced male abstinence,Abstinence,2013,https://doi.org/10.3109/19396368.2013.790919,Spain,Infertile,,table 1,% DNA fragmented,DNA damage,Intra-cellular,0.5,4,0.5,4,,,,,,,,,,,,,,,,19.6,27,,,,,,,,,,,,,,,,8.3,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,SMD,-1,Longitudinal,Prospective,
RH17,H7,H7A,Assessment of semen parameters in consecutive ejaculates with short abstinence period in oligospermic males,Abstinence,2022,10.5935/1518-0557.20210073,India,Infertile,35.5,In text results,Total motility,Motility,Sperm performance,0.04,7,0.08,4.5,,,,,,,,,,,,,,,,35.38,31.7,,,,,,,,,,,,,,,,8.47,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,67,,,,,,,,,,,,,,,,,,,,67,134,,,,,,,SMD,1,Longitudinal,Prospective,
RH172,H50,H50A,Influence of ejaculation frequency on seminal parameters,Abstinence,2015,https://doi.org/10.1186/s12958-015-0045-9,Colombia,Healthy,26.7,table 1,% total motility,Motility,Sperm performance,1,4,1,3.5,,,,,,,,,,,,,,,,55.5,53.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,4.7,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,SMD,1,Longitudinal,Prospective,"Only first and second samples used, because all other samples are after 1 day abstinence, thus only the first one day abstinence sample used as this serves as best control to 3-4 day abstinence"
RH173,H50,H50A,Influence of ejaculation frequency on seminal parameters,Abstinence,2015,https://doi.org/10.1186/s12958-015-0045-9,Colombia,Healthy,26.7,table 1,% progressive,Motility,Sperm performance,1,4,1,3.5,,,,,,,,,,,,,,,,51,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,5.5,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,SMD,1,Longitudinal,Prospective,"Only first and second samples used, because all other samples are after 1 day abstinence, thus only the first one day abstinence sample used as this serves as best control to 3-4 day abstinence"
RH174,H50,H50A,Influence of ejaculation frequency on seminal parameters,Abstinence,2015,https://doi.org/10.1186/s12958-015-0045-9,Colombia,Healthy,26.7,table 1,% vitality,Viability,Viability,1,4,1,3.5,,,,,,,,,,,,,,,,61.7,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,3.1,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,SMD,1,Longitudinal,Prospective,"Only first and second samples used, because all other samples are after 1 day abstinence, thus only the first one day abstinence sample used as this serves as best control to 3-4 day abstinence"
RH175,H50,H50A,Influence of ejaculation frequency on seminal parameters,Abstinence,2015,https://doi.org/10.1186/s12958-015-0045-9,Colombia,Healthy,26.7,table 1,% normal morphlology sperm,Morphology,Morphology,1,4,1,3.5,,,,,,,,,,,,,,,,12.1,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,8.2,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,SMD,1,Longitudinal,Prospective,"Only first and second samples used, because all other samples are after 1 day abstinence, thus only the first one day abstinence sample used as this serves as best control to 3-4 day abstinence"
RH176,H50,H50A,Influence of ejaculation frequency on seminal parameters,Abstinence,2015,https://doi.org/10.1186/s12958-015-0045-9,Colombia,Healthy,26.7,table 1,ROS,Oxidative stress,Intra-cellular,1,4,1,3.5,,,,,,,,,,,,,,,,58.5,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,9.3,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,SMD,-1,Longitudinal,Prospective,"Only first and second samples used, because all other samples are after 1 day abstinence, thus only the first one day abstinence sample used as this serves as best control to 3-4 day abstinence"
RH177,H50,H50A,Influence of ejaculation frequency on seminal parameters,Abstinence,2015,https://doi.org/10.1186/s12958-015-0045-9,Colombia,Healthy,26.7,table 1,% DNA fragmented,DNA damage,Intra-cellular,1,4,1,3.5,,,,,,,,,,,,,,,,22.1,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,6,12,,,,,,,SMD,-1,Longitudinal,Prospective,"Only first and second samples used, because all other samples are after 1 day abstinence, thus only the first one day abstinence sample used as this serves as best control to 3-4 day abstinence"
